/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-22 07:12:53,968-Speed 429.46 samples/sec   Loss 18.3353   LearningRate 0.004936   Epoch: 15   Global Step: 152990   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:56,959-Speed 427.99 samples/sec   Loss 18.2692   LearningRate 0.004935   Epoch: 15   Global Step: 153000   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:12:59,953-Speed 427.67 samples/sec   Loss 18.5454   LearningRate 0.004934   Epoch: 15   Global Step: 153010   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:02,957-Speed 426.17 samples/sec   Loss 18.3208   LearningRate 0.004933   Epoch: 15   Global Step: 153020   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:05,952-Speed 427.51 samples/sec   Loss 18.4555   LearningRate 0.004932   Epoch: 15   Global Step: 153030   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:08,934-Speed 429.28 samples/sec   Loss 18.2364   LearningRate 0.004931   Epoch: 15   Global Step: 153040   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:11,923-Speed 428.28 samples/sec   Loss 17.9951   LearningRate 0.004930   Epoch: 15   Global Step: 153050   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:14,907-Speed 428.97 samples/sec   Loss 18.5527   LearningRate 0.004929   Epoch: 15   Global Step: 153060   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:13:17,884-Speed 430.33 samples/sec   Loss 17.6359   LearningRate 0.004928   Epoch: 15   Global Step: 153070   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:20,869-Speed 428.79 samples/sec   Loss 18.1876   LearningRate 0.004927   Epoch: 15   Global Step: 153080   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:23,854-Speed 428.93 samples/sec   Loss 17.9837   LearningRate 0.004926   Epoch: 15   Global Step: 153090   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:26,847-Speed 427.86 samples/sec   Loss 17.9467   LearningRate 0.004925   Epoch: 15   Global Step: 153100   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:29,836-Speed 428.21 samples/sec   Loss 18.0097   LearningRate 0.004924   Epoch: 15   Global Step: 153110   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:32,823-Speed 428.73 samples/sec   Loss 18.9065   LearningRate 0.004923   Epoch: 15   Global Step: 153120   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:35,810-Speed 428.53 samples/sec   Loss 19.3789   LearningRate 0.004922   Epoch: 15   Global Step: 153130   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:38,797-Speed 428.65 samples/sec   Loss 18.4551   LearningRate 0.004921   Epoch: 15   Global Step: 153140   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:41,781-Speed 429.14 samples/sec   Loss 18.2778   LearningRate 0.004920   Epoch: 15   Global Step: 153150   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:44,768-Speed 428.55 samples/sec   Loss 18.6033   LearningRate 0.004919   Epoch: 15   Global Step: 153160   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:47,760-Speed 427.90 samples/sec   Loss 18.3163   LearningRate 0.004918   Epoch: 15   Global Step: 153170   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:13:50,745-Speed 428.94 samples/sec   Loss 18.5237   LearningRate 0.004917   Epoch: 15   Global Step: 153180   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:13:53,728-Speed 429.19 samples/sec   Loss 18.6947   LearningRate 0.004916   Epoch: 15   Global Step: 153190   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:56,712-Speed 429.06 samples/sec   Loss 18.2736   LearningRate 0.004915   Epoch: 15   Global Step: 153200   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:13:59,699-Speed 428.55 samples/sec   Loss 18.6582   LearningRate 0.004914   Epoch: 15   Global Step: 153210   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:02,688-Speed 428.44 samples/sec   Loss 18.9883   LearningRate 0.004913   Epoch: 15   Global Step: 153220   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:05,677-Speed 428.31 samples/sec   Loss 18.7065   LearningRate 0.004912   Epoch: 15   Global Step: 153230   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:08,661-Speed 429.02 samples/sec   Loss 18.6241   LearningRate 0.004911   Epoch: 15   Global Step: 153240   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:11,641-Speed 429.63 samples/sec   Loss 18.7623   LearningRate 0.004910   Epoch: 15   Global Step: 153250   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:14,632-Speed 427.97 samples/sec   Loss 18.6141   LearningRate 0.004909   Epoch: 15   Global Step: 153260   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:17,623-Speed 428.07 samples/sec   Loss 18.4585   LearningRate 0.004908   Epoch: 15   Global Step: 153270   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:20,607-Speed 429.03 samples/sec   Loss 18.1778   LearningRate 0.004907   Epoch: 15   Global Step: 153280   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:23,591-Speed 429.08 samples/sec   Loss 18.7336   LearningRate 0.004906   Epoch: 15   Global Step: 153290   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:14:26,583-Speed 427.94 samples/sec   Loss 18.4812   LearningRate 0.004905   Epoch: 15   Global Step: 153300   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:14:29,579-Speed 427.27 samples/sec   Loss 19.1921   LearningRate 0.004904   Epoch: 15   Global Step: 153310   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:14:32,566-Speed 428.64 samples/sec   Loss 18.7619   LearningRate 0.004904   Epoch: 15   Global Step: 153320   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:14:35,551-Speed 428.81 samples/sec   Loss 18.4054   LearningRate 0.004903   Epoch: 15   Global Step: 153330   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:38,539-Speed 428.58 samples/sec   Loss 18.6675   LearningRate 0.004902   Epoch: 15   Global Step: 153340   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:41,537-Speed 427.48 samples/sec   Loss 18.7412   LearningRate 0.004901   Epoch: 15   Global Step: 153350   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:44,524-Speed 428.51 samples/sec   Loss 18.6933   LearningRate 0.004900   Epoch: 15   Global Step: 153360   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:47,509-Speed 428.87 samples/sec   Loss 18.4473   LearningRate 0.004899   Epoch: 15   Global Step: 153370   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:50,503-Speed 427.60 samples/sec   Loss 18.4637   LearningRate 0.004898   Epoch: 15   Global Step: 153380   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:53,504-Speed 426.64 samples/sec   Loss 18.4865   LearningRate 0.004897   Epoch: 15   Global Step: 153390   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:56,496-Speed 427.88 samples/sec   Loss 18.7190   LearningRate 0.004896   Epoch: 15   Global Step: 153400   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:14:59,481-Speed 429.00 samples/sec   Loss 18.3632   LearningRate 0.004895   Epoch: 15   Global Step: 153410   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:15:02,470-Speed 428.17 samples/sec   Loss 18.7290   LearningRate 0.004894   Epoch: 15   Global Step: 153420   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2024-03-22 07:15:05,452-Speed 429.37 samples/sec   Loss 18.3604   LearningRate 0.004893   Epoch: 15   Global Step: 153430   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:15:08,434-Speed 429.35 samples/sec   Loss 18.4227   LearningRate 0.004892   Epoch: 15   Global Step: 153440   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2024-03-22 07:15:11,440-Speed 425.90 samples/sec   Loss 18.9348   LearningRate 0.004891   Epoch: 15   Global Step: 153450   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:14,423-Speed 429.22 samples/sec   Loss 18.5770   LearningRate 0.004890   Epoch: 15   Global Step: 153460   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:17,417-Speed 427.69 samples/sec   Loss 18.5026   LearningRate 0.004889   Epoch: 15   Global Step: 153470   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:20,460-Speed 427.86 samples/sec   Loss 17.9085   LearningRate 0.004888   Epoch: 15   Global Step: 153480   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:23,448-Speed 428.52 samples/sec   Loss 18.6271   LearningRate 0.004887   Epoch: 15   Global Step: 153490   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:26,437-Speed 428.36 samples/sec   Loss 18.9002   LearningRate 0.004886   Epoch: 15   Global Step: 153500   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:29,419-Speed 429.34 samples/sec   Loss 18.6191   LearningRate 0.004885   Epoch: 15   Global Step: 153510   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:32,478-Speed 427.70 samples/sec   Loss 19.0358   LearningRate 0.004884   Epoch: 15   Global Step: 153520   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:35,478-Speed 426.76 samples/sec   Loss 18.7705   LearningRate 0.004883   Epoch: 15   Global Step: 153530   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:38,466-Speed 428.51 samples/sec   Loss 18.6385   LearningRate 0.004882   Epoch: 15   Global Step: 153540   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:41,450-Speed 428.90 samples/sec   Loss 18.7807   LearningRate 0.004881   Epoch: 15   Global Step: 153550   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:44,433-Speed 429.20 samples/sec   Loss 18.6108   LearningRate 0.004880   Epoch: 15   Global Step: 153560   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:47,428-Speed 428.00 samples/sec   Loss 18.6224   LearningRate 0.004879   Epoch: 15   Global Step: 153570   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:50,423-Speed 427.43 samples/sec   Loss 19.0871   LearningRate 0.004878   Epoch: 15   Global Step: 153580   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:15:53,422-Speed 426.91 samples/sec   Loss 18.6199   LearningRate 0.004877   Epoch: 15   Global Step: 153590   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:56,402-Speed 429.52 samples/sec   Loss 18.5169   LearningRate 0.004876   Epoch: 15   Global Step: 153600   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:15:59,387-Speed 428.88 samples/sec   Loss 17.9855   LearningRate 0.004875   Epoch: 15   Global Step: 153610   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:02,412-Speed 430.16 samples/sec   Loss 18.5931   LearningRate 0.004874   Epoch: 15   Global Step: 153620   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:05,392-Speed 429.54 samples/sec   Loss 19.3171   LearningRate 0.004873   Epoch: 15   Global Step: 153630   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:08,425-Speed 429.51 samples/sec   Loss 18.8891   LearningRate 0.004872   Epoch: 15   Global Step: 153640   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:11,419-Speed 427.70 samples/sec   Loss 18.4493   LearningRate 0.004871   Epoch: 15   Global Step: 153650   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:14,417-Speed 427.00 samples/sec   Loss 18.2435   LearningRate 0.004870   Epoch: 15   Global Step: 153660   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:16:17,412-Speed 427.45 samples/sec   Loss 18.6648   LearningRate 0.004869   Epoch: 15   Global Step: 153670   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:20,402-Speed 428.43 samples/sec   Loss 19.1754   LearningRate 0.004868   Epoch: 15   Global Step: 153680   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:23,399-Speed 427.30 samples/sec   Loss 18.4467   LearningRate 0.004867   Epoch: 15   Global Step: 153690   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:26,456-Speed 427.44 samples/sec   Loss 18.1403   LearningRate 0.004866   Epoch: 15   Global Step: 153700   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:29,465-Speed 425.52 samples/sec   Loss 18.6389   LearningRate 0.004865   Epoch: 15   Global Step: 153710   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:32,455-Speed 428.22 samples/sec   Loss 18.4539   LearningRate 0.004864   Epoch: 15   Global Step: 153720   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:35,446-Speed 427.95 samples/sec   Loss 18.2710   LearningRate 0.004863   Epoch: 15   Global Step: 153730   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:16:38,438-Speed 427.85 samples/sec   Loss 19.0324   LearningRate 0.004862   Epoch: 15   Global Step: 153740   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:41,427-Speed 428.43 samples/sec   Loss 18.7623   LearningRate 0.004861   Epoch: 15   Global Step: 153750   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:44,412-Speed 428.82 samples/sec   Loss 18.5795   LearningRate 0.004860   Epoch: 15   Global Step: 153760   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:47,404-Speed 428.02 samples/sec   Loss 18.6363   LearningRate 0.004859   Epoch: 15   Global Step: 153770   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:50,400-Speed 427.30 samples/sec   Loss 18.5437   LearningRate 0.004858   Epoch: 15   Global Step: 153780   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:53,398-Speed 427.00 samples/sec   Loss 18.3714   LearningRate 0.004857   Epoch: 15   Global Step: 153790   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:56,401-Speed 426.36 samples/sec   Loss 18.9764   LearningRate 0.004856   Epoch: 15   Global Step: 153800   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:16:59,396-Speed 427.51 samples/sec   Loss 18.9649   LearningRate 0.004855   Epoch: 15   Global Step: 153810   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:17:02,398-Speed 426.46 samples/sec   Loss 18.4996   LearningRate 0.004854   Epoch: 15   Global Step: 153820   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:17:05,403-Speed 426.09 samples/sec   Loss 18.8392   LearningRate 0.004853   Epoch: 15   Global Step: 153830   Fp16 Grad Scale: 8192   Required: 11 hours
Training: 2024-03-22 07:17:08,390-Speed 428.57 samples/sec   Loss 18.9690   LearningRate 0.004852   Epoch: 15   Global Step: 153840   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:11,392-Speed 426.57 samples/sec   Loss 18.5511   LearningRate 0.004851   Epoch: 15   Global Step: 153850   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:14,389-Speed 427.12 samples/sec   Loss 18.1983   LearningRate 0.004850   Epoch: 15   Global Step: 153860   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:17,383-Speed 427.70 samples/sec   Loss 18.7322   LearningRate 0.004849   Epoch: 15   Global Step: 153870   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:20,434-Speed 427.99 samples/sec   Loss 18.8792   LearningRate 0.004848   Epoch: 15   Global Step: 153880   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:23,425-Speed 428.05 samples/sec   Loss 18.8444   LearningRate 0.004847   Epoch: 15   Global Step: 153890   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:26,410-Speed 428.91 samples/sec   Loss 18.6685   LearningRate 0.004846   Epoch: 15   Global Step: 153900   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:29,405-Speed 427.40 samples/sec   Loss 18.8009   LearningRate 0.004845   Epoch: 15   Global Step: 153910   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:32,387-Speed 429.29 samples/sec   Loss 18.7566   LearningRate 0.004844   Epoch: 15   Global Step: 153920   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:35,374-Speed 428.59 samples/sec   Loss 18.4335   LearningRate 0.004843   Epoch: 15   Global Step: 153930   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:38,512-Speed 416.59 samples/sec   Loss 19.0360   LearningRate 0.004842   Epoch: 15   Global Step: 153940   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:17:41,488-Speed 430.21 samples/sec   Loss 18.4762   LearningRate 0.004841   Epoch: 15   Global Step: 153950   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:17:44,465-Speed 430.08 samples/sec   Loss 18.8626   LearningRate 0.004840   Epoch: 15   Global Step: 153960   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:17:47,450-Speed 428.90 samples/sec   Loss 18.8989   LearningRate 0.004840   Epoch: 15   Global Step: 153970   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2024-03-22 07:17:50,456-Speed 427.93 samples/sec   Loss 18.5535   LearningRate 0.004839   Epoch: 15   Global Step: 153980   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:53,435-Speed 429.74 samples/sec   Loss 18.4958   LearningRate 0.004838   Epoch: 15   Global Step: 153990   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:56,424-Speed 428.41 samples/sec   Loss 18.7739   LearningRate 0.004837   Epoch: 15   Global Step: 154000   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:17:59,415-Speed 428.04 samples/sec   Loss 18.4892   LearningRate 0.004836   Epoch: 15   Global Step: 154010   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:18:02,449-Speed 427.86 samples/sec   Loss 18.3527   LearningRate 0.004835   Epoch: 15   Global Step: 154020   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:18:05,433-Speed 429.11 samples/sec   Loss 18.3291   LearningRate 0.004834   Epoch: 15   Global Step: 154030   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:18:08,429-Speed 427.22 samples/sec   Loss 18.2915   LearningRate 0.004833   Epoch: 15   Global Step: 154040   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2024-03-22 07:18:11,432-Speed 426.89 samples/sec   Loss 18.8229   LearningRate 0.004832   Epoch: 15   Global Step: 154050   Fp16 Grad Scale: 16384   Required: 11 hours
